Name	B_lymphocyte_centroblast	H9_differentiated_mesenchymal_cell	H9_differentiated_forebrain_cell	Prostate_epithelial_cell	Fibroblast_cell	Red_blood_cell	CD4_T_lymphocyte	Dendritic_cell	Macrophage	B_lymphocyte_CD77	Dopaminergic_neuron	Embryonic_stem_cell	Corona_radiata	Myotube	Biliosphere	CD8_T_lymphocyte	Keratinocyte_epithelial_cell	Islet_beta_cell	Smooth_muscle_cell	Mesangial_cell	iPSC_cardiomyocyte	Cumulus_oophorus	H9_differentiated_midbrain_cell	CD3_T_lymphocyte	Myoblast	Mammary_epithelial_cell	Neural_stem_cell	Retinal_pigment_epithelial_cell	Colonic_epithelial_cell	Chondrocyte	Cortical_neuron	B_lymphocyte_centrocyte	Bronchial_epithelial_cell	Monocyte	Islet_alpha_cell	Melanocyte	CD14_monocyte	Osteoblast	Plasma_cell	iPSC_neuron	Astrocyte	Valve_interstitial_cell	B_lymphocyte_pregerminal_center	Endothelial_cell	B_lymphocyte_memory	Platelet	Renal_epithelial_cell	B_lymphocyte_naive
hsa-miR-6071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4650-1-25-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3189-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-490-5p	0	0	0	0	12.33185715	0	0	0	0	0	0	4.161720463	0	0	0	0	0	0	2.195230477	0	518.4817127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.632254143	0	0	
hsa-miR-3682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3677-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4521	12.03079885	0	15.78442586	0	2.409036832	1.095180866	0	3.839884841	4.265268151	0	0	31.01585073	17.89666466	2.547475144	0	1.959171883	4.121407955	0	0	0	0	9.065854366	5.72083341	0	7.353591195	0	102.5987033	8.096869291	0	0	0	39.407314	0	0	0	3.962284216	0	0	0	1.591344003	0	0	19.44957697	2.224419041	49.34311972	0	0	45.27491576	
hsa-miR-217	0	3.665794618	1084.098193	17.94880999	2.672431596	0	0	0	2.382633155	0	3668.125443	0	0	0	0	0	0	1728.911771	6.357465978	0	0	0	2451.861544	0	0	0	2340.717566	494.3070849	60.42478625	69.28406467	796.7651336	0	59.75024398	0	640.1043133	0	0	41.34879778	0	9996.762575	528.148351	63.55287737	0	7733.952876	0	0	3.483161996	0	
hsa-miR-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5002-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-509-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	966.4198915	0	0	0	0	0	0	0	0	1767.841601	0	12.87929524	0	0	0	2.954083681	0	0	0	0	0	0	0	417.3510151	0	0	0	1.746684397	0	0	0	0	0	0	0	0	
hsa-miR-4771-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6864-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-199a-1-40-5p	0	0	0	0	32.36014919	0	0	0	0	0	0	0	0	3.28650034	0	0	0	0	46.24931066	21.21430693	0	0	0	0	0	0	0	0	0	46.18937644	0	0	0	0	0	9.442089073	0	82.69759557	0	2.887296523	0	323.5533204	0	0	0	2.06800727	0	0	
hsa-miR-146b-3p	0	0	0	0	0	0	37.67298904	140.9867271	483.8127403	1.926194163	0	0	5.965554886	3.225442052	0	57.43053568	0	0	0	0	0	0	0	32.19823811	0	0	0	0	0	0	0	0	0	12.81886938	0	0	2.415546457	0	0	0	0	0	0	0	0	0	19.90099824	0	
hsa-miR-3910-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-329-1-40-3p	0	0	87.16770946	0	1.218518065	1.121852778	0	1.912201702	0	2.090140433	0	0	11.93110977	1.691614982	1.359905344	0	0	0	0	0	0	36.26341746	0	0	7.982879485	0	56.46224235	4.779357716	0	23.09468822	0	0	0	12.81886938	0	0	0	0	0	108.4510178	0	0	0	0	0	2.545412633	0	0	
hsa-miR-6846-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4796-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-let-7e-5p	4752.165544	27057.30018	5411.443613	10751.33719	10942.18023	119.6718767	3758.596953	1541.26167	3868.415038	1794.896465	92701.88309	6528.124537	15403.06272	8385.939726	9923.170449	685.2439477	8035.571154	25120.08943	12543.55719	10649.58208	46533.73372	17714.67943	7743.626313	701.9215909	11764.68748	12323.31174	4173.091507	13488.76455	649.5664522	7413.394919	37398.16346	4334.80454	10257.12522	6319.702602	29412.20051	4057.096397	1456.574514	9241.456305	3327.910991	9508.243974	20734.71304	4868.184747	2888.26218	10382.44959	8079.935854	11535.49819	19249.48342	3052.822891	
hsa-miR-7844-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6859-4-40-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4766-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-515-1-35-5p	0	7.939875661	0	0	1.356651044	0	0	0	1.88737518	0	0	474.2011979	0	0	0	0	4.121407955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.742844846	0	0	0	0	
hsa-miR-1299	12.03079885	0	2.569265933	0	1.349726358	4.328161277	26.98084545	1.266225475	0	0	0	0	0	0	0	0	0	10.61978544	5.24916534	0	0	0	34.66114548	0	0	0	0	7.480099065	0	0	0	13.13577133	19.91674799	0	59.2689179	3.147363024	0	0	49.6703133	1.571948414	0	57.7416211	0	0	0	5.451057397	0	0	
hsa-miR-518a-2-21-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6816-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-320d-2	3320.500481	2763.924735	53008.28578	11200.05744	9682.852191	4959.383582	2699.70545	7701.192772	10211.07446	1984.33603	21809.00325	7364.273291	23969.59953	11674.57434	6778.678712	3641.712918	19061.62564	3092.243847	10240.32843	7488.650346	4061.440083	22637.43835	29730.12159	6098.346298	26507.67084	14887.10753	64584.84164	5349.506272	7870.328409	8914.549654	13495.20945	3257.67129	17905.15645	34585.30958	3179.777445	2790.327862	326.0987717	10564.61783	12007.79824	10911.15299	9800.086069	1453.587796	6214.139842	8267.795593	7611.176217	26109.4969	8106.299462	6849.447969	
hsa-miR-6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3927-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-let-7c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6815-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-216a-5p	0	2.242990141	822.3125707	179.4880999	3.147188479	0	0	0	0	0	19375.69231	1.56634704	0	0	26.94643766	0	0	2390.267182	30.12740037	0	0	0	2430.614236	0	0	0	1403.576205	307.762169	120.8495725	0	3694.998307	0	199.1674799	0	669.7387722	0	0	0	0	5685.29898	1467.078753	250.2558485	0	17330.91576	0	0	29.09543594	0	
hsa-miR-922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4524a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1233-2-32-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-129-2-38-5p	12.03079885	0	130.3461281	0	0	0	0	0	0	0	18.15903684	0	0	0	0	0	0	187.4130275	0	0	0	0	283.5713917	0	0	0	35.56898383	0	0	0	9.959564169	13.13577133	0	0	26.67101305	0	0	0	0	160.5678838	0	0	0	0	0	0	0	0	
hsa-miR-6821-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-532-5p	24.06159769	47.44085313	532.0826181	71.79523998	119.1524584	158.3417869	15.77849414	169.5585432	470.7908391	70.15961393	36.31807369	45.9932153	0	226.1495709	106.2809252	36.9541884	89.39411324	13.61269386	147.5054449	21.21430693	172.8272376	0	155.009355	32.19823811	67.47703678	68.3678876	556.2652596	14.69187246	166.1681622	69.28406467	19.91912834	52.54308533	79.66699197	25.63773875	35.56135074	64.79990138	446.8760945	62.02319668	49.6703133	2470.358753	19.56105004	93.47620164	87.52309637	104.1126925	160.3651391	27.26444824	77.22235186	194.0353532	
hsa-miR-876-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3613-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6822-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4742-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-181a-1-31-5p	17059.67276	6573.941791	15013.51832	14071.86704	6330.393559	7738.582351	17276.98856	4595.331928	5916.973515	19169.98639	52316.18515	2235.129733	4014.818438	7340.38366	10187.30046	107664.5896	4673.388814	1203.023278	14028.48475	5367.219653	2959.666443	2212.068465	22326.01359	11784.55515	8305.037002	9058.745107	5903.879871	12624.4037	4894.407686	161.6628176	71818.41723	14869.69315	8424.784401	5922.317652	2542.636578	3396.281462	6763.53008	7174.016415	14913.51157	10712.10337	36403.11412	7213.289796	23640.96081	12475.61502	12002.71387	9139.876003	10794.43819	15910.89897	
hsa-miR-4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-708-3p	0	3.476634647	0	0	0	0	0	0	0	0	0	1.118004512	0	0	0	0	0	1.768704732	0	0	0	0	76.71772604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-29a-3p	4078.440808	5170.395659	405.4311351	5564.131098	8513.276297	29.64360796	8973.114249	2411.956111	3688.241848	15341.24551	363.1807369	1104.147365	4694.891695	4561.915676	8857.1391	5709.833007	5940.909748	2809.320459	9266.204149	3967.075396	0	4977.154047	155.009355	21798.2072	11830.85088	4255.901003	496.509725	545.3466034	7809.903622	6235.56582	268.9082326	4663.198823	5238.104722	12575.31086	989.7909289	8128.774874	545.9134993	5189.274122	11299.99627	15.79892438	3384.061656	6093.438376	7186.618691	2639.687075	9769.937704	181.918564	7451.329639	16615.89408	
hsa-miR-5007-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-136-3p	0	6.91413723	0	0	1.341962327	0	0	0	0	0	0	1.118004512	0	0	0	0	5.828551026	7.313895757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.147363024	0	0	0	0	0	28.61574192	0	0	0	0	0	0	
hsa-miR-548e-3p	36.09239654	0	0	0	3.276610235	0	0	11.05553051	0	0	0	0	0	0	0	0	0	0	1.911059128	21.21430693	0	0	0	0	0	17.0919719	0	0	0	23.09468822	0	39.407314	0	12.81886938	0	0	9.662185828	20.67439889	24.83515665	0	0	0	19.44957697	0	24.67155986	0	0	25.87138043	
hsa-miR-409-3p	48.12319538	196.1932032	459.1750852	287.1809599	383.1248007	2.445369459	6.020622322	22.05584588	156.9065231	143.7963074	36.31807369	36.43678521	35.79332932	114.579659	103.6455367	94.23828387	347.6040407	110.8528928	222.4472148	254.5716831	21.6034047	36.26341746	522.6909058	103.034362	376.3855993	393.1153537	320.1208545	48.71517117	196.3805553	277.1362587	69.71694919	52.54308533	378.4182119	89.73208563	77.04959327	86.3998685	4.831092914	186.06959	37.25273497	381.9196167	234.7326004	173.876378	29.17436546	692.9409303	24.67155986	566.7765805	364.3114245	12.93569022	
hsa-miR-7641-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6775-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4472-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5584-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4650-2-38-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1251-5p	0	18.02362658	874.7767674	17.94880999	1.543510703	0	0	0	0	0	4085.78329	23.71858067	0	0	0	0	0	0	0	0	0	0	473.899298	0	0	0	213.413903	0	0	0	119.51477	0	0	0	0	0	0	0	0	578.2672176	0	0	0	0	0	0	2.764587508	0	
hsa-miR-3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-153-1-37-3p	0	0	0	0	1.396802443	0	0	0	0	0	798.9976212	0	0	1.889457955	0	0	0	264.8797682	0	0	0	0	34.66114548	0	2.474577338	0	0	0	0	0	1384.37942	0	0	0	634.1774215	0	0	0	0	3.708291794	0	1.600441756	0	0	0	0	0	0	
hsa-miR-6512-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-95-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6509-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6500-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-659-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6834-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-135b-3p	0	31.21783698	469.2728791	179.4880999	1.873975969	0	0	0	0	0	236.067479	10.67968614	0	0	27.08394591	0	408.4831701	0	0	0	0	0	34.66114548	0	2.24207562	273.4715504	653.7855608	166.3239653	0	0	239.0295401	0	239.0009759	0	0	0	0	0	0	873.0488265	273.8547005	0	0	2.062413152	0	0	361.2792426	0	
hsa-miR-1277-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-671-3p	0	0	0	0	0	0	1.881691615	0	2.669324221	8.033841596	0	0	0	1.588838421	1.346880936	0	0	0	0	0	0	0	0	0	2.24207562	0	0	0	0	0	0	0	0	0	0	0	9.662185828	0	0	5.78936307	0	0	0	0	0	36.60527894	0	0	
hsa-miR-6508-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6720-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-138-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-676-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6723-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-8069-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6752-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548a-2-28-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-9-1-38-5p	0	0	1960.32038	0	0	0	0	0	0	0	163.4313316	8.540268906	0	0	29.77548403	0	0	2.543932763	0	0	0	0	1373.845825	0	0	0	81.43264477	2.532121589	0	0	2479.931478	0	0	0	0	12.47074683	74.88194017	0	12.41757832	16226.60279	1212.785102	0	0	0	0	1.196037933	0	0	
hsa-miR-494-3p	0	1.920424105	46.8338998	0	10.110196	3.46939295	12.04124464	18.31128634	9.843000283	0	0	3.121308168	17.89666466	9.113159619	10.77344194	0	17.87882265	1.790837049	6.972249692	21.21430693	0	27.1975631	2.404717414	0	27.65350572	17.0919719	44.81411145	21.67849795	0	46.18937644	0	0	19.91674799	38.45660813	11.85378358	0	4.831092914	20.67439889	0	9.410009347	39.12210007	0	0	13.26090565	0	2.102564914	11.32614881	0	
hsa-miR-4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4662a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1247-5p	0	1245.986903	13907.61574	0	2.740168886	0	0	0	3.055415825	0	29526.59391	3.646529967	0	0	64.78387435	0	0	1.768704732	24.15831879	0	0	0	33821.11296	0	2.194778814	0	22538.64464	968.0604231	1359.557691	0	2320.578451	39.407314	0	0	0	0	0	0	49.6703133	2528.584703	97.80525019	0	48.62394243	0	0	1.778900441	0	0	
hsa-miR-744-5p	132.3387873	75.93112237	951.1223802	35.89761999	156.2195412	18.59632233	27.56756849	139.5452019	138.8284982	313.5670458	18.15903684	33.81701303	41.7588842	52.99186173	58.74713348	26.13055721	141.9087554	243.4976359	209.1209893	148.5001485	453.6714986	27.1975631	483.2989606	25.75859049	136.6102616	136.7357752	944.4378985	21.11493822	30.21239312	138.5681293	19.91912834	210.1723413	119.500488	455.0698628	53.34202611	3.147363024	26.57101103	144.7207922	37.25273497	323.0811564	117.3663002	79.75572928	116.6974618	116.5674617	12.33577993	328.4922847	71.68688122	77.6141413	
hsa-miR-7706	0	0	0	0	0	1.533740235	0	0	2.094030777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7007383	0	0	0	0	0	0	0	0	
hsa-miR-1468-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
