name	Astrocyte	Cortical_neuron	Dopaminergic_neuron	H9_differentiated_forebrain	H9_differentiated_mesenchymal	H9_differentiated_midbrain	iPSC_neuron	Neural_stem	Embryonic_stem	iPSC_cardiomyocyte	Endothelial	Biliosphere	Bronchial_epithelial	Colonic_epithelial	Islet_alpha	Islet_beta	Keratinocyte_epithelial	Mammary_epithelial	Prostate_epithelial	Renal_epithelial	Retinal_pigment_epithelial	Fibroblast	Smooth_muscle	Valve_interstitial	Mesangial	Myoblast	Myotube	Melanocyte	Corona_radiata	Cumulus_oophorus	Chondrocyte	Osteoblast	B_lymphocyte_CD77	B_lymphocyte_centroblast	B_lymphocyte_centrocyte	B_lymphocyte_memory	B_lymphocyte_naive	B_lymphocyte_pregerminal_center	Plasma	CD3_T_lymphocyte	CD4_T_lymphocyte	CD8_T_lymphocyte	Dendritic	Macrophage	Monocyte	CD14_monocyte	Platelet	Red_blood
hsa-miR-6847-3p	0	0	0	0	0	0	0.514701557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1343-3p	1.882974148	16	22	12.95805626	14.89012802	12.43275334	10.73492029	11.89841241	8.192144237	24.68562401	3.354118699	1.19587831	4.299190328	5.930218274	2.754876382	0.98261639	1.986602641	4	2	1	6.319269232	5.150572137	4.247005689	3.824011339	5	1.5	0.75	1.269768481	0	0	2.844053498	0	0	0	1.290223109	0	0	0	0	2.104868477	2.100478192	0	10.3263931	13.7694278	0	0	19.06041269	0
hsa-miR-3122	0	0	0	0.300880304	0	0.626101939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.806637663	0	2.895069037	0	0	0	0	4.51578088	0	0	1.133969929	0	0	0	0	0	0	0	0	0	0
hsa-miR-3116-1	0	0	0	0.347175836	4.762154902	0.690191078	0.344242827	0	5.386294875	0	0	1.84691634	1.880895769	3.812283176	0	0	2.255272591	2	0	2.666666667	0	0.486861545	0.278794273	0.393594309	0	0	0	1.045948121	1.473983274	0	1.112890499	0	0	1.424321254	1.612778886	0	0	0	0	2.806491302	1.527365699	0.709625838	0	0	0	0	0	0
hsa-miR-1288-3p	0	0	0	0	0	0.367998619	3.250448147	0	0.477679728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.278914006	0	0	0	0	0	0	0.680579554	0	0	0	0	0	0	0
hsa-miR-4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6819-3p	2.576701465	0	2	0	0	1.471994477	0	0	0.275674078	0	2.326750714	0.172072059	2.686993955	0	0	0	0	0	0	1.333333333	0	0.691901771	0.4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640687227	1.853752147	10.22651202	0	0	26.79938935	0.203571842
hsa-miR-124-1-25-3p	0	3386	2558	118.5736306	11.47410828	280.805306	255.4982789	73.2422086	60.966515	0	1.106401335	0.668089749	8.060981865	0	0	2.240379065	0	6	12	3.666666667	7.760292225	3.715933962	6.013745263	0	0	3.050975762	1.097969805	2.72093246	1.658231183	4.704487185	7.666578996	0	1.884443006	0	0	0	0	0	0	0	90.37818974	0	3.276686506	18.10135599	0	0	0	0
hsa-miR-5787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.048853817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-514a-3-31-3p	0	0	7	0.907278595	2.889930744	0.413998447	1.019529295	0.336714508	0.379217321	5.485694224	0	0	0	0	0	0.497862015	5.225556087	0	0	0	17.52183545	0	0	0	0	0	0	280.1476462	63.93402451	132.8112921	0	0	0	0	0	0	0	0	0	2.806491302	0	0	0	0.567041035	0	0	0	0
hsa-miR-6883-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1285-1-43-3p	46.57883418	47	37	36.91466483	37.53085402	68.25629805	21.00088068	34.4355316	57.59405078	52.11409513	51.09588463	33.71194961	44.60409965	14.26076299	2.618270941	20.90586231	51.61716215	61	43	42	40.62822891	87.55384605	55.24411952	5.801451547	42	25.2187295	35.85934664	29.78027162	25.61045939	21.17019233	89.03123995	35	26.57751953	30.19561058	36.7713586	14.47375245	21.26201458	25.62772039	14.56227754	56.12982604	15.31171662	4.666141071	51.15098572	14.85394369	42.43118974	9.399647606	9.000472585	75.94907376
hsa-miR-6858-3p	0	0	2	0	1.206636501	1.518226705	0.326308069	0.842546935	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929294432	0.222263773	0	0	0.5	0	0.570517157	1.013363501	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335663841	19.2593794	0	0	1.844565518	0
hsa-miR-550a-1-25-5p	7.234584883	15	11	29.03602041	13.16803265	38.36467708	15.28475688	41.66141098	23.59769305	47.54268327	17.43875719	4.594598426	7.389233376	18.92022021	5.327612176	3.02988032	4.784069304	9	2	10.66666667	9.247432295	12.43710057	8.0013775	6.166383693	7	5.25	4.25	5.079073925	0	0	15.70412149	6	1.030152839	0	0	0	0	0	0	23.57452694	5.524394108	3.916385778	19.43980946	5.202539814	0	0	3.933039295	16.66752072
hsa-miR-7114-5p	0	0	0	0	0	1.140101809	0.750815181	0	0	0	0	0	0	3.388696157	0	0	0	0	0	0	0.762213454	0	0	0	0	0	0	0	1.381859319	3.256952667	0	0	0	0	0	1.206146038	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-433-5p	7.829208299	0	0	0	16.40879852	0	8.99647261	1.404244892	0	0	2.216370305	0.300314955	0	0	0	3.48653536	0.527807317	0	0	0	4.337049143	7.58396644	19.96976138	3.120835403	5	0.679463577	1.529409987	0	0	0	7.295615496	3	0	0	0	0	0	0	0	0	0	0	0	1.236905806	0	0	0	0
hsa-miR-1273h-3p	0	0	3	1.861391842	4.393904507	8.728663959	3.059439731	2.503595077	7.713787936	0	0	0.140650474	0	5.083044235	0	0	0	0	0	0	4.155238816	0	0	0	0	0	0	6.32323182	2.947966548	0	0	0	0	11.67943428	13.54734264	25.32906679	43.14031944	21.77222264	2.800437989	100.3320641	43.36860584	34.28547033	14.69912477	32.15387069	75.22396301	3.202077756	83.586396	0
hsa-miR-3616-5p	0	0	0	0	0	0	1.150446347	0	0	0	0	0	0	0	0	0	0	0	0	0	3.203506691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.57818956	0	0	0	0
hsa-miR-6859-4-45-5p	0	0	0	1.278543449	0	2.488617515	1.559251185	1.83043409	5.951181002	5.485694224	0.634655522	0.910051451	0	5.365435582	0	0.99252919	1.166030271	0	2	0	1.10097499	0.764730735	0.943648833	0	0	0	0	1.045948121	0	3.166481759	0	0	0	0	0	0	0	1.133969929	1.960306592	6.59525456	6.698067977	0	1.777902822	4.61187223	0	0	7.103124162	2.151515793
hsa-miR-8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-155-3p	1.18924683	0	0	0	0	0	0	0	5.021856994	0	0.995339176	0	0	0	0	0	0	0	0	3.333333333	3.437631058	9.691078856	0.275032866	0	0	0	1	0	0	0	1.112890499	0	55.17191961	14.24321254	11.2894522	0	1.848870833	7.484201531	3.360525586	2.245193042	0	0	0	44.64343554	0	0	0	0
hsa-miR-518b	0	0	0	0.833222006	16.09581947	0.403897993	0	1.404244892	564.6080035	0	0	0	0	0	0	0.35329662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.189713047	0	0	0	0
hsa-miR-1302-3	0	3	6	1.108152229	0	0.551997929	2.674641367	0	0	0	0	0.199166775	0	0	0	0	0	0	0	0	0	0.164561327	0.473950265	0	0	0	0	0	0	0	0	0	0.417224008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-517-2-46-5p	0	0	0	0	6.697115025	0	0	1.431924102	73.37688524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-3p	0	0	0	0	0.799227343	0	0.166228953	0	0	0	0	0	1.343496978	0	0	0.259767089	1.756238785	2	2	0	0	0.224705328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089760915	1.077307682	0	0	0	0
hsa-miR-624-3p	1.58566244	2	2	0	1.259682042	1.605528552	0	0	4.008124172	0	0.295930032	0	2.015245466	2.117935098	0	0	3.272581131	4	3	0.666666667	1.981599566	1.395637824	1.092733987	0	2	0	0.5	0.906977487	0	0	2.225780999	2	6.253693564	0	0	0	0	0	0	0	1.052147792	0	0.933496063	1.522869091	0	0	0	0
hsa-let-7a-2-40-3p	727.918164	181	67	0	48.4259337	0	75.78032175	0	17.10384595	30.17131823	451.0083036	147.935346	243.9790511	24.56804714	58.10284732	150.5359102	1140.783179	380	244	302.3333333	252.4491032	406.7783617	457.7527625	76.70040245	584.3601132	169.7979244	325.2845492	152.4781051	321.0519819	323.433494	355.0120693	676	39.75526543	2444.135272	1823.407808	975.1690715	439.1068228	635.0231602	800.0851333	22.31160585	58.6115512	18.6092296	160.4756134	80.61808914	94.83315513	38.83810439	3.493746784	12.98025583
hsa-miR-215-3p	0	0	2	0	0	0	0	0	0	0	0	0.904793059	0	57.32544332	0	0	0	0	0	0	2.175874033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290044376	0	0	0	0
hsa-miR-550a-1-27-3p	4.657883418	20	10	23.95039361	12.62595786	34.70909697	3.215347678	25.5473766	17.60220445	49.37124801	6.797122387	5.370279111	6.448785492	7.906957699	1.912476166	0.67347023	5.119994624	5	2	9	6.01234102	6.814648821	5.286151627	1.325122525	4	2.616992611	2	5.085651736	4.79044564	2.985539944	14.83853999	4	20.51502479	1.139457003	0	0	0	1.360763915	0	4.069412388	1.510583457	0.709625838	19.83492181	29.637439	0	0	1.911561345	67.02781729
hsa-miR-6865-3p	0	0	0	0.2761347	0	0	0.137340478	0	0	0	0	0	0	0	0	0	0	0	0	0	1.863188444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085048934	5.279706172	0	0	0.555790532	0
hsa-miR-586	0	0	0	0	22.96451945	0	0	0	6.468108183	0	2.550899408	0	0	0	0	0	0	0	0	2	0	0.330109415	0	0	0	0	0.5	0	0	0	2.349435499	0	0	0	0	0	0	0	0	0	0	0	2.060532229	0	0	0	0	0
hsa-miR-4767	1.58566244	0	6	0	0	0	0	0	0	0	2.060368002	2.783314067	1.074797582	128.2056713	0	0	1.367620615	4	9	2	0.5	4.31123635	6.767906322	1.026565027	6	1.010392472	1	0.725581989	0	2.4427145	3.462325998	4	0	0	0	9.046095283	0	0	7.28113877	43.50061518	6.263029546	0	9.578395222	30.64339098	0	0	5.166958602	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.069412388	0	0	0	0	0	0	0.92807997	0
hsa-miR-4773-2	0	0	0	0	0	0	0.715154868	0	0.425581101	0	0	0	0	0	0	0	0	0	0	0	0	1.011098697	4.174817479	0	0	0	0	0	0	2.352243593	3.585980498	0	0	0	0	0	0	0	0	0	0	0	0.093545549	0.302421885	0	0	0	0
hsa-miR-3176	8.225623909	5	9	4.735919882	7.999593768	6.256514775	6.894186622	5.79261826	15.06000804	0	29.54705979	14.66112355	26.60124016	16.23750242	2.572735794	1.071553657	28.7768769	15	13	20.66666667	11.5	33.11194992	16.94265112	9.094692521	24	9.5	9	2.614870301	0	0	35.24153248	9	0	0	0	0	0	0	0	6.454929995	3.60472629	0	34.8047039	8.410647563	0	0	2.561999787	8.261096526
hsa-miR-517-3-38-5p	0	0	0	0	6.697115025	0	0	1.431924102	73.37688524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4768-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4442	0	0	0	0	0	0	0.132983162	0	0.938813752	0	0	0	0	0	0	0.414885012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270550399	0	1.218650358	0	0	0
hsa-miR-544a	1.98207805	0	0	0	0	0	0.600297218	0	0	0	1.290189034	0	0	0	3.141925129	8.428119058	0	0	0	0	0	0.890850133	2.335481308	0	0	0	0	0	0	0	1.854817499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729397662	0	0	0	0	0	0.362432555	0	0	0	0	0	0	1.266592704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5091	0	0	0	0	2.235204161	0	5.749108845	0	3.507087681	0	0	0.238484777	0	7.05978366	0	0.414885012	0	0	0	0	0	0.215723554	0.320613414	0	0	0.286431719	0	1.093491217	0	2.985539944	0	0	0	0	0	0	1.232580555	0	0	2.525842172	1.981969474	0.640687227	0.526852184	0	2.215727924	0	0.16549827	0
hsa-miR-548b-5p	0	6	8	2.915398401	8.070295852	4.695162361	1.123205402	6.112260159	7.154392067	0	0.655533512	0	1.343496978	0	1.252216537	0.789958638	0	0	0	1.666666667	2.6911554	0.209560077	0.501829692	0	0	0	0	0.618060253	0	0	0	0	4.773885418	3.988099511	7.096227097	0	0	1.133969929	0	3.227464997	6.04024088	0	0.129953655	6.851101509	0	0	0.22845947	0
hsa-miR-6749-3p	0	0	0	0	0	0	0	0	0	0	0	0.714811349	1.477846675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.709307204	0	0	0	0	0	0	0	0	0	0	0.800681829	0	0.173205912	0.618452903	0	0	1.836731025	0.986650452
hsa-miR-15a-5p	367.3781666	2794	609	153.3376632	99.51100224	172.120905	19.07641091	207.6453852	281.826822	644.5690713	331.4931642	570.8503153	277.2977762	247.6572108	108.237044	271.3140371	349.7511828	330	208	297.3333333	202.9047779	418.6707463	350.5920604	43.21709021	346	93.20770652	142.5609874	265.69365	124.0909669	164.3856388	529.2412597	380	4505.329898	346.1100647	299.3317612	130.8668451	421.2344048	385.7765698	225.9953457	1438.747766	286.5576594	98.58765523	1138.689596	2456.133425	106.2441539	73544.49556	243.0417003	3647.728822
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	0.746374575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275244458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6854-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515377419	0	0	0	0
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.557720356	0
hsa-miR-487a-5p	8.225623909	0	0	0.416611003	0	0	32.69462337	3.390118693	0	4.571411853	1.323656186	0.35738043	0	0	2.595503368	6.428546492	0	0	0	0.666666667	0.403631825	5.652497342	5.484774057	0.45658854	4	1.104562351	1.04806543	0	0	0	9.397741995	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.591040763	0
hsa-miR-3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-3p	0	2	4	4.66406827	4.951543882	0.612658092	47.94442672	4.399487079	1.795951801	0	0	0.577975568	0	0	0	4.997468327	0	0	0	0.666666667	333.5646969	0.118230244	0	0	0	1.125917729	0	0.52297406	23.49160843	43.87839009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-519e-3p	0	0	0	0	0	0	0	0	18.13098656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4771-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27a-3p	46423.63747	7945	25062	4568.789585	33013.37833	5066.244335	4306.866958	5666.598021	11922.88575	11128.64502	20233.34125	56498.87682	47570.40663	12833.13354	12209.47552	46559.28985	36554.18989	32982	59468	22147.66667	14818.15477	26756.32209	28289.16152	39667.35973	28674	13311.44462	4072.15072	9956.976493	80.33208843	172.6184913	40600.59485	30656	1231.042744	258.3718755	299.0092054	411.2957989	502.8928666	322.2742538	458.4316987	6295.100315	5643.87691	2731.186249	13197.26554	8197.825828	430.9590812	13803.95062	3208.627232	940.7433226
hsa-miR-8064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148a-5p	35.6774049	21	172	83.58781112	170.1681004	87.08963318	101.196407	138.2179221	650.6647587	0	21.57941898	58.22200675	217.6465104	195.8383987	15.16320389	270.3181769	264.6754722	272	190	39.33333333	73.92994106	59.04300828	118.4059263	12.9494142	7	9.75	42.25	41.41887211	0	0	216.1480659	82	9.922448769	12.24916278	18.70823507	4.824584151	1.540725694	10.20572936	220.9545573	51.49911539	291.210689	1001.962679	32.98356109	6.834617322	0	0	73.45358399	2.866457314
hsa-miR-6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4668-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.217471161	0	0	0	0
hsa-miR-2276-5p	0	0	0	0	0	1.413642974	0.173964605	1.122381694	0.656809626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-150-3p	0	0	0	0	0	3.404942652	0	0	0	0	0	0.599084539	0	0	0	0	0	0	0	0	1.947878828	0	0	0	0	0	0	0	0	1.538005426	0	0	6.421383896	61.53067817	61.28559766	302.1395825	161.7761979	234.0513933	57.96906636	1407.315063	299.2758016	178.8966365	0.375143939	5.597603045	210.4941527	0	32.28157197	0.222759077
hsa-miR-128-2-41-3p	421.6871052	10558	7260	1520.09635	1148.244424	1603.687337	28781.13866	1486.650848	910.0487526	1228.795506	467.1716117	374.7849772	640.4450092	141.3368689	251.0807995	217.7857945	359.0820615	826	430	465	549.2035908	523.3964799	451.6556741	114.0051939	410	2049.52456	2823.136581	1261.748823	550.9933726	449.1880553	667.4869906	249	282.4100216	1953.599032	2510.129058	469.1908087	634.1626957	1647.885101	540.4845318	593.5729104	313.9258811	638.106295	514.1105692	467.1451265	1389.372195	530.2021007	201.4652295	305.6877514
hsa-miR-4423-5p	0	0	2	0.577015003	0	1.701011225	1.094197765	0.673429016	2.827306096	95.99964892	0	0	3.896141235	0	0	0	0	2	3	0.666666667	4.755776844	0.557686851	1.418681699	0	2	0	0	4.182332905	0	0	0	0	0	0	0	0	0	0	0	3.788763258	0	0	0.097366158	7.21367242	0	0	0	0
hsa-miR-509-1-38-3p	0	3	17	18.19766446	38.75665898	10.22530999	0.784022442	8.616630375	8.055913097	0	0	0.886153585	1.074797582	1.694348078	0	0	12.89341259	2	0	1	5.03179215	0	0	0	0	0.5	0	1901.817127	1263.664286	1858.272438	0	0	0	0	0	0	0	0	1.680262793	133.4486614	0.440375006	0.709625838	0	0.965380459	0	0	1.872916995	0
hsa-miR-3663-3p	1.090142928	0	3	1.674308368	21.07051764	0	0	60.15479762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.988875721	0	0	0	0
hsa-miR-4520-2-3p	0	0	0	1.083169093	0	0	0	0	0	0	0	0	2.015245466	0	1.434357124	1.954835772	1.861800248	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.157015972	2.041145872	2.240350391	0	0	0	0.474863579	0	0	0	0	0
hsa-miR-6770-1-33-3p	2.37849366	2	6	1.888251539	1.76561831	4.947415014	2.679919208	1.750283752	1.842388729	0	1.084033046	0.33962205	2.015245466	0	0	0.307872105	0	0	0	0	0	1.400552417	1.961178631	0	2	2	0	0.906977487	0	0	1.731162999	2	0	0	0	0	0	0	0	0	0.344169358	1.44154626	5.007316922	0.95300295	0	0	2.738721339	0
hsa-miR-8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365b-3p	85.32846006	21	152	18.45024639	123.9628015	20.5710861	35.67592133	79.04647663	68.98584338	80.45684861	119.3973317	22.92673736	191.1796199	5.365435582	5.851266364	6.888744181	401.1177942	174	168	86	102.5445478	160.2775131	151.6494144	119.3415462	239	75.87356582	56.15473648	139.9450986	29.01904571	31.21246306	166.3153024	199	91.89052671	35.8928956	36.12624704	7.236876226	1.848870833	7.257407545	122.6591839	3.227464997	8.63522269	4.997560896	49.47773242	315.3173116	0	4.028420403	0	0
hsa-miR-302b-3p	16.64945562	0	71	657.5701238	10189.28178	106.202416	6.079796274	3061.55857	37747.88292	252.3419343	0	0	0	0	0	0	0	0	0	0	20.51807621	6.222621398	1.325110551	0	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4661-5p	3.270428783	5	2	10.02202421	35.24060627	22.40304279	12.65677371	0.852378397	30.03662262	14.62851793	2.304729448	4.102349577	3.627441839	6.777392314	0	1.650550782	6.924247849	12	11	6	5.670862195	5.409547011	2.437927215	0	3	0.5	0.75	1.088372984	0	0	2.967707998	2	0	0	0	0	0	0	0	9.963044123	3.046862357	0	13.34375092	2.986275549	0	0	8.148091323	0
hsa-miR-1973	0	0	0	0	0	0	0	0	0.727214097	7.314258965	0	0.252513293	0	9.318914431	0	0	0	0	0	0	2.153435188	0	0	0	0	0	0	0	0	3.709307204	0	0	11.28666346	12.53402703	5.806003989	3.618438113	0	1.133969929	0	0	0	0	0	0.595905296	0	0	0	0
hsa-miR-1302-8	0	3	6	1.108152229	0	0.551997929	2.674641367	0	0	0	0	0.199166775	0	0	0	0	0	0	0	0	0	0.164561327	0.473950265	0	0	0	0	0	0	0	0	0	0.417224008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-370-5p	17.04587123	0	0	1.405925946	12.5710157	1.840509541	571.9456313	9.898537607	0	0	4.757941407	0.509877433	0	0	0	6.354170496	0.527807317	0	0	1	1.605447738	14.80296611	12.07099332	3.613621822	6	0.935803726	3.75	0	0	0	16.32239399	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317398258	0
hsa-miR-3928-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.035872771	0	0	0.419132889	0
hsa-miR-10a-5p	6233.040845	134	321	62.01068733	25890.72745	346.004057	35428.75992	77.88622625	8071.54744	317.2559826	47173.71142	24519.26121	3372.446113	56867.54575	2180.200061	1406.717935	4751.179692	2380	14244	122190	2254.36148	95204.65228	38427.04369	1601.783909	55605	14057.00546	3498.599977	128032.5849	1.566107229	2.261772685	228.1425524	3932	18.62523694	13.95834829	27.73979684	39.19974623	76.72813957	147.4160908	441.6290708	3070.16116	614.7807873	19161.46721	1012.843782	197.193507	240.8496253	8.779890621	1589.261449	49.79893786
hsa-miR-4777-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-379-5p	69.07542005	0	5	7.03293408	107.3014381	5.371198715	4321.125175	16.09076379	12.25473527	0	15.85946701	8.968072686	4.030490933	0	92.07206684	1247.496169	4.563238031	7	2	4.333333333	57.13681094	63.52390356	62.86258389	42.4937558	35	38.12094929	35.37520664	5.079073925	7.462040324	17.00853059	85.56891395	45	0	0	0	0	0	0	0	0	0	0	0	1.348653051	19.83076492	0	29.51642153	0
hsa-miR-4776-1-26-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
