Name	HCT116_cell	HepG2_cell	MDA-DB-231_cell	Hep3B_cell	SW480_cell	A375_cell	HAF1608_cell	THP1_cell	HK1_cell	LNCaP_cell	HEK293_cell	IMR90_cell	C8166_cell	A2058_cell	BicR_cell	MCF7_cell	H460_cell	RVH6849_cell	HELF977_cell	NP460_cell	Jurkat_cell	SH-SY5Y_cell	Mammary_Epithelial_cell	HeLa_cell	SUP-T1_cell	DLD2_cell	A549_cell	143B_cell	DLD1_cell	MCF10A_cell	HDMYZ_cell	H1264_cell	H520_cell	ZR75-1_cell	Beas-2B_cell	DKS8_cell	Huh7_cell	DKO1_cell	U2OS_cell	MIHA_cell	Fadu_cell	LCLB-cell
hsa-miR-183-5p	2759.896448	363.6508803	1219.785139	10269.82585	756.4754297	51.5644659	25.8071176	355.9294201	389.7116134	3462.587312	921.2871589	33.7328116	737.1908239	11.999904	2716.763006	1583.447776	493.8831708	699.5324027	0	70.86569533	10.10663248	16.39344262	590.374844	304.9731533	55.13859889	478.9854632	449.2794032	1068.52337	3369.756273	581.1129614	16.58501831	118.850364	522.5856534	571.0071412	492.5935048	4168.014522	2073.739804	3504.330585	388.770098	8239.753366	96.78251893	0	
hsa-miR-1910-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3680-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-518a-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-550b-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-744-5p	2.479691328	98.26448122	11.19068935	123.327603	0	10.31289318	6.451779401	18.28381642	150.5703961	5.980288968	49.14717049	85.86533862	31.03772391	35.999712	10.20061204	5.465609945	65.07482157	16.9181205	21.33834073	148.8179602	39.2984985	327.8688525	9.79881796	42.49481076	38.16695429	64.62502281	39.34282554	34.46849579	6.268571715	0	14.36304718	24.60436288	10.93076467	14.05427474	35.18525034	4.164271198	5.765726981	11.54020662	90.25020133	443.0775646	8.065209911	11.09139308	
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6869-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	0	0	0	3.066619236	0	0	0	0	0	0	0	0	0	16.39344262	0	1.895998203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6504-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-369-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	5.999952	0	0	0	0	0	7.086569533	1.359560381	0	0	0	0	0	0	0	6.555494632	0	0	0	0	0	0	4.394504806	0	2.733837916	0	3.723340879	0	3.697131026	
hsa-miR-7-1-3p	14.87814797	4.64683074	0	0	3.025901719	15.46933977	0	0	0	3.986859312	24.57358525	0	8.976831132	5.999952	6.800408024	1.434698621	0	0	0	0	7.462176118	8.196721311	0	0	6.513466998	3.80147193	0	0	27.01045672	0	14.36304718	0	2.874846576	0	0	25.76465652	0	29.96122741	0	0	0	11.09139308	
hsa-miR-6859-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-197-3p	27.27660461	113.3664736	41.0325276	18.68600045	9.077705156	82.50314543	51.61423521	108.9357203	13.28562318	23.92115587	362.1194483	15.33309618	18.72364919	35.999712	37.40224413	15.67713958	0	0	156.4811654	7.086569533	53.15788481	32.78688525	31.67071322	24.37359648	58.38255401	53.22060702	13.58064557	68.93699159	56.33964925	69.38662226	55.62784252	16.40290859	3.250842119	51.53072746	123.1483762	77.11463256	11.53145396	60.34745097	166.6157563	29.78672703	8.065209911	0	
hsa-miR-205-3p	0	1.121701337	0	0	0	0	0	0	4118.543187	0	0	0	57.82099958	0	0	5.512643773	0	12.3552483	0	8227.507228	1.359560381	0	3671.506082	0	0	0	1.412060393	0	0	4.336663891	0	0	0	16.08812847	0	0	0	0	27.76929272	0	575.318307	140.490979	
hsa-miR-876-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-19a-3p	2.479691328	0	0	59.79520144	0	0	0	16.55087577	0	1.993429656	23.62749517	0	4.749943727	0	0	0	6.859488483	0	0	0	1.944193507	0	0	7.531612315	3.448010076	0	1.736115997	0	1.750240545	0	8.292509154	2.826302544	2.874846576	0	0	5.626875154	7.687635975	5.040649532	0	7.446681759	0	3.697131026	
hsa-miR-6853-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-2116-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4704-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-376a-2-3p	0	4.814990765	3.730229782	3.73720009	0	25.78223295	32.258897	2.560745339	137.2847729	1.993429656	11.81374759	6.133238473	2.647809796	0	3.400204012	2.196783694	6.859488483	6.177624152	28.45112097	106.298543	9.601259876	0	7.777326969	4.824569792	9.979912943	0	3.330323942	0	4.975368667	0	0	0	2.395240952	6.13876993	26.38893776	1.846705973	0	9.159468067	0	11.17002264	2.688403304	3.697131026	
hsa-miR-7-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3617-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-520d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	53.999568	0	1.515001264	0	0	0	0	0	0	0	0	0	0	0	0	3.402996326	416.3197336	0	0	0	2.466985305	0	0	0	10.00968478	0	0	0	0	
hsa-miR-92a-1-3p	513.2961049	2019.775496	544.6135482	2862.695269	1034.858388	15438.40109	1412.939689	4320.930336	797.1373911	1317.657003	8321.748899	481.4592201	1450.581436	6641.946864	2434.546073	242.2341128	3223.842828	670.2651033	1344.315466	1396.054198	8228.451296	2762.295082	335.4713163	3751.413608	2549.068607	551.2134298	2796.501223	2176.439306	1586.822472	767.5895087	8309.131414	2946.913889	1452.850998	519.401545	1319.446888	1794.8609	309.427348	1392.881619	652.5783788	588.2878589	922.1223331	2392.043774	
hsa-miR-6831-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1468-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.658799146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6750-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1302-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3129-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3150b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7855-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3615	4.959382656	1.76153858	0	0	12.10360687	0	0	8.684028895	70.85665698	5.980288968	0	0	2.673299906	0	6.800408024	1.181620358	0	0	0	184.2508079	7.967380199	24.59016393	0	6.84388274	50.36534764	26.61030351	1.556788925	24.62035414	44.59328152	0	28.72609435	0	3.017814495	0	0	42.13894997	0	44.75612891	48.59626225	0	0	7.394262053	
hsa-miR-937-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6508-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6880-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6502-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1245b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-500a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4771-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-370-3p	0	2.035858912	0	11.21160027	0	0	0	0	0	5.980288968	0	12.26647695	0	0	0	1.202582099	0	0	14.22556049	7.086569533	0	0	0	0	1.183341132	0	0	0	28.09200704	0	0	8.201454293	0	0	0	12.88232826	0	22.58919074	0	3.723340879	0	0	
hsa-miR-495-3p	12.39845664	4.292578253	0	0	0	25.78223295	25.8071176	2.560745339	0	0	5.820559691	0	7.379589776	53.999568	3.400204012	4.414446253	0	0	64.01502219	0	7.44663048	0	21.11091333	2.247543993	15.75514405	3.80147193	10.36269877	0	124.1582564	8.673327782	0	0	0	7.734365455	8.796312586	80.05677825	0	27.81353972	34.7116159	0	0	3.697131026	
hsa-miR-6874-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7851-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6866-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-26a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4433b-3p	0	4.101964757	0	0	3.025901719	0	0	0	4.428541061	0	5.820559691	0	0	0	0	1.936325032	0	0	0	7.086569533	6.862526034	0	1.869474413	2.279458144	4.774353386	3.80147193	1.736115997	4.924070828	0	0	5.863689456	0	2.874846576	3.867182728	0	0	0	0	6.942323179	0	0	0	
hsa-miR-6509-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-488-3p	0	0	70.87436586	0	0	20.62578636	19.3553382	0	0	19.93429656	3.470666961	0	0	0	34.00204012	0	0	0	0	0	0	147.5409836	0	2.461054635	0	0	1.584984202	241.2794706	0	8.673327782	0	0	3.454535234	0	0	0	0	0	971.9252451	0	0	0	
hsa-miR-7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4509-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5583-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6798-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-629-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-378a-5p	0	0	0	0	0	0	0	1.436982718	0	0	6.213297065	0	0	0	64.60387623	0	0	0	0	0	1.944193507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.723340879	5.376806607	0	
hsa-miR-6724-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-23c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-378d-2	84.30950515	164.5399854	1406.296628	6282.233351	124.0619705	190.7885238	12.9035588	2298.241004	1027.421526	5220.792269	4913.249021	223.8632042	241.780895	143.998848	9177.150629	163.1656178	682.3036338	219.2186313	71.12780244	2366.914224	789.5562169	40.98360656	3272.360801	585.0794733	886.7016972	53.22060702	347.8128443	482.5589411	144.0862433	1357.375798	383.9709339	426.3967558	421.8628102	242.2551326	237.5004398	202.196332	4176.308243	194.8365805	159.6734331	20351.78125	134.4201652	905.7971014	
hsa-miR-377-3p	0	0	0	0	0	0	0	1.436982718	30.99978743	0	0	0	1.190572617	0	0	1.39092126	0	0	0	113.3851125	3.025764165	0	2.355390165	1.808833827	1.183341132	0	1.556788925	0	0	4.336663891	0	0	0	0	0	0	0	0	13.88464636	0	0	0	
hsa-miR-490-5p	0	0	0	0	0	0	0	0	0	0	0	64.39900396	0	0	0	0	0	0	92.46614317	0	0	32.78688525	0	0	0	0	0	0	0	0	2.472975835	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-627-5p	0	0	0	0	0	0	0	4.199734065	0	0	2.029658352	9.199857709	0	0	0	0	0	0	0	0	0	0	2.355390165	0	0	0	0	0	0	0	0	0	0	0	8.796312586	0	19.21908994	0	0	3.723340879	0	0	
hsa-miR-3679-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-8485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-192-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-105-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-512-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4524b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4777-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6733-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1273h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-509-1-5p	7781.271387	0	0	0	3.025901719	123.7547181	0	0	0	0	0	0	0	173.998608	0	1.214178997	0	3.088812076	0	0	3.579966537	0	0	0	0	0	0	0	57.45557479	21.68331946	0	0	0	6.13876993	0	325.6894327	0	40.74094924	0	0	0	14.78852411	
hsa-miR-4687-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-128-1-3p	642.240054	246.7356664	0	18.68600045	78.67344469	113.441825	25.8071176	30.29608438	106.2849855	1.993429656	113.2092495	6.133238473	42.57284073	191.998464	6.800408024	26.1255333	328.969511	285.6107462	78.24058268	141.7313907	784.1979547	114.7540984	7.883878935	108.3906823	1091.074889	117.8456298	105.8114387	83.70920407	277.318904	69.38662226	66.34007323	249.8416601	265.9324748	139.1130658	96.75943844	281.6615047	9.609544969	298.1364407	166.6157563	37.23340879	13.44201652	125.7024549	
hsa-miR-4726-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-892c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-129-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.196721311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6739-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4521	17.3578393	3.077279093	0	0	3.025901719	10.31289318	12.9035588	0	0	0	13.32575516	0	2.070397636	11.999904	0	0	13.71897697	13.81358754	21.33834073	0	9.077292496	0	0	2.725044963	10.34532396	22.80883158	2.628176156	0	12.53714343	0	0	0	3.454535234	0	0	23.72945154	0	2.169848592	0	3.723340879	5.376806607	3.697131026	
hsa-miR-5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4797-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6775-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-642a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6508-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-124-3-5p	0	0	0	0	0	0	0	2.215941779	0	0	0	0	0	0	0	0	0	0	0	0	1.543107409	57.37704918	0	0	0	0	1.948724318	4.924070828	4.975368667	0	0	0	1.901104004	0	0	1.846705973	0	1.714502745	0	0	0	0	
hsa-miR-4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4778-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-376b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-182-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548x-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
